,liste,nomNuance,nuance,annee,election,tour,region,departement,canton,inscrits,votants,exprimes,voix,clef,code_canton,voixPourcent,participationPourcent,blancsNulsPourcent,Couleur,codeCouleur
4874,M. ALLARY Félix et Mme BROUILLARD-TANGUY Marie-Laure,Modem,BC-MDM,2015,Départementales,1,76,34,19,29555,13439,12975,547,Départementales12015,34019,4.22,45.47,1.57,Orange,#FF8948
4875,M. AMPILHAC Alexandre et Mme BENTOT Fatia,Modem,BC-MDM,2015,Départementales,1,11,92,19,29398,11939,11423,773,Départementales12015,92019,6.77,40.61,1.76,Orange,#FF8948
4876,M. ANDA Jean Gaël et Mme CHETTY Dolène,Modem,BC-MDM,2015,Départementales,1,04,974,20,22830,9338,8473,1606,Départementales12015,97420,18.95,40.9,3.79,Orange,#FF8948
4877,M. ANDA Jean Gaël et Mme CHETTY Dolène,Modem,BC-MDM,2015,Départementales,2,04,974,20,22830,11179,9898,3493,Départementales22015,97420,35.29,48.97,5.61,Orange,#FF8948
4878,M. ARRIBES André et Mme POUEYTO Josy,Modem,BC-MDM,2015,Départementales,1,75,64,20,16002,7664,7261,3848,Départementales12015,64020,53.0,47.89,2.52,Orange,#FF8948
4879,M. ARRIBES André et Mme POUEYTO Josy,Modem,BC-MDM,2015,Départementales,2,75,64,20,15998,7461,6796,4712,Départementales22015,64020,69.33,46.64,4.16,Orange,#FF8948
4880,M. BAILLIF Fabrice et Mme FERRERE Sophia,Modem,BC-MDM,2015,Départementales,1,04,974,03,21277,7530,6752,260,Départementales12015,97403,3.85,35.39,3.66,Orange,#FF8948
4881,M. BAKARY Alban et Mme PLAUD Marie-Thérèse,Modem,BC-MDM,2015,Départementales,1,11,91,09,31816,11827,11296,733,Départementales12015,91009,6.49,37.17,1.67,Orange,#FF8948
4882,M. BAUDU Stéphane et Mme MILLET Marie-Hélène,Modem,BC-MDM,2015,Départementales,1,24,41,03,16352,8162,7808,2971,Départementales12015,41003,38.05,49.91,2.16,Orange,#FF8948
4883,M. BAUDU Stéphane et Mme MILLET Marie-Hélène,Modem,BC-MDM,2015,Départementales,2,24,41,03,16352,8217,7572,5559,Départementales22015,41003,73.42,50.25,3.94,Orange,#FF8948
4884,M. BOUALEM Miloud et Mme GILLY Hélène,Modem,BC-MDM,2015,Départementales,1,93,13,12,38606,17449,16887,759,Départementales12015,13012,4.49,45.2,1.46,Orange,#FF8948
4885,M. BOYER Marie Luc Dit Jean Jo et Mme DE FONDAUMIERE Audrey,Modem,BC-MDM,2015,Départementales,1,04,974,09,25029,9843,8546,929,Départementales12015,97409,10.87,39.33,5.18,Orange,#FF8948
4886,M. CARRERE Thierry et Mme LAHORE Isabelle,Modem,BC-MDM,2015,Départementales,1,75,64,23,17880,10216,9741,2864,Départementales12015,64023,29.4,57.14,2.66,Orange,#FF8948
4887,M. CARRERE Thierry et Mme LAHORE Isabelle,Modem,BC-MDM,2015,Départementales,2,75,64,23,17882,10184,9355,4930,Départementales22015,64023,52.7,56.95,4.64,Orange,#FF8948
4888,M. CASABONNE Pierre et Mme DOMECQ Magali,Modem,BC-MDM,2015,Départementales,1,75,64,14,16445,10168,9607,2158,Départementales12015,64014,22.46,61.83,3.41,Orange,#FF8948
4889,M. DENNEMONT Jacques et Mme SILOTIA Jacqueline,Modem,BC-MDM,2015,Départementales,1,04,974,14,28046,12877,11257,5888,Départementales12015,97414,52.31,45.91,5.78,Orange,#FF8948
4890,M. DENNEMONT Jacques et Mme SILOTIA Jacqueline,Modem,BC-MDM,2015,Départementales,2,04,974,14,28046,15252,13541,8382,Départementales22015,97414,61.9,54.38,6.1,Orange,#FF8948
4891,M. EMMANUEL Eric et Mme ESNÉE Waltraud,Modem,BC-MDM,2015,Départementales,1,52,72,12,18497,8716,8338,442,Départementales12015,72012,5.3,47.12,2.04,Orange,#FF8948
4892,M. FOLLY Jérémy et Mme VIARD Marie-Josèphe,Modem,BC-MDM,2015,Départementales,1,28,14,25,18557,9954,9350,711,Départementales12015,14025,7.6,53.64,3.25,Orange,#FF8948
4893,M. GORIN Basile et Mme NYABEN DIKONGUE Priscille,Modem,BC-MDM,2015,Départementales,1,32,60,01,25662,13201,12672,581,Départementales12015,60001,4.58,51.44,2.06,Orange,#FF8948
4894,M. GOUVERNEUR Eric et Mme STEHLI-JUCHS Isabelle,Modem,BC-MDM,2015,Départementales,1,44,67,05,34054,15997,15320,758,Départementales12015,67005,4.95,46.98,1.99,Orange,#FF8948
4895,M. GRIMPRET Dominique et Mme POSIERE Marie-Claude,Modem,BC-MDM,2015,Départementales,1,27,21,14,20165,11387,10854,1203,Départementales12015,21014,11.08,56.47,2.64,Orange,#FF8948
4896,M. LE GOFF Wilfried et Mme MONTEIRO Ludmila,Modem,BC-MDM,2015,Départementales,1,27,21,02,16419,8299,7899,575,Départementales12015,21002,7.28,50.55,2.44,Orange,#FF8948
4897,M. LECHAT Mario et Mme VITRY Valérie,Modem,BC-MDM,2015,Départementales,1,04,974,23,23146,8980,8147,1159,Départementales12015,97423,14.23,38.8,3.6,Orange,#FF8948
4898,M. LIPPIS Jean-Frédéric et Mme ROY Marie-Astrid,Modem,BC-MDM,2015,Départementales,1,44,57,26,30075,13202,12850,278,Départementales12015,57026,2.16,43.9,1.17,Orange,#FF8948
4899,M. MARTIN DE CHAMPAGNAC Franck-Michel et Mme PUGGELLI Henriette,Modem,BC-MDM,2015,Départementales,1,93,13,23,49116,23321,22630,923,Départementales12015,13023,4.08,47.48,1.41,Orange,#FF8948
4900,M. PENAQUE Stéphane et Mme PETRY Carine,Modem,BC-MDM,2015,Départementales,1,27,21,19,14318,8194,7873,408,Départementales12015,21019,5.18,57.23,2.24,Orange,#FF8948
4901,M. POGUT Pierrick et Mme TERTZAGUIAN Christel,Modem,BC-MDM,2015,Départementales,1,93,13,02,40794,18402,17782,1046,Départementales12015,13002,5.88,45.11,1.52,Orange,#FF8948
4902,M. TEXIER Jean-Michel et Mme TRIGODET Dominique,Modem,BC-MDM,2015,Départementales,1,52,44,27,33550,14928,14261,629,Départementales12015,44027,4.41,44.49,1.99,Orange,#FF8948
4903,Mme ABDALLAH Zarianti et M. RASTAMI Abdou,Modem,BC-MDM,2015,Départementales,1,06,976,10,7360,4833,4571,1058,Départementales12015,97610,23.15,65.67,3.56,Orange,#FF8948
4904,Mme ACAR Touria et M. ROUSSELET Renaud,Modem,BC-MDM,2015,Départementales,1,27,90,02,8642,3995,3762,274,Départementales12015,90002,7.28,46.23,2.7,Orange,#FF8948
4905,Mme AULAS Marie-Dominique et M. ROCHOUX Philippe,Modem,BC-MDM,2015,Départementales,1,76,48,02,5121,3706,3570,972,Départementales12015,48002,27.23,72.37,2.66,Orange,#FF8948
4906,Mme AULAS Marie-Dominique et M. ROCHOUX Philippe,Modem,BC-MDM,2015,Départementales,2,76,48,02,5120,3648,3373,1518,Départementales22015,48002,45.0,71.25,5.37,Orange,#FF8948
4907,Mme BADOUAL Anne-Sophie et M. WATTEZ Freddy,Modem,BC-MDM,2015,Départementales,1,32,60,13,23018,10991,10629,406,Départementales12015,60013,3.82,47.75,1.57,Orange,#FF8948
4908,Mme BARA Dominique et M. DE LAJARTE François,Modem,BC-MDM,2015,Départementales,1,11,92,20,43468,18787,17875,1048,Départementales12015,92020,5.86,43.22,2.1,Orange,#FF8948
4909,Mme BELLI Esther et M. DOUROUX Erwan,Modem,BC-MDM,2015,Départementales,1,75,86,11,19131,9890,9367,760,Départementales12015,86011,8.11,51.7,2.73,Orange,#FF8948
4910,Mme BEN SASSI Chaddia et M. LECLERCQ Gérard,Modem,BC-MDM,2015,Départementales,1,11,95,04,32374,11480,11062,430,Départementales12015,95004,3.89,35.46,1.29,Orange,#FF8948
4911,Mme BERARDI Emilie et M. PONÇON Guillaume,Modem,BC-MDM,2015,Départementales,1,93,13,07,51541,27141,26111,1622,Départementales12015,13007,6.21,52.66,2.0,Orange,#FF8948
4912,Mme BERTIN Pascaline et M. COURTOIS Fridelin,Modem,BC-MDM,2015,Départementales,1,04,974,08,22444,10210,9251,661,Départementales12015,97408,7.15,45.49,4.27,Orange,#FF8948
4913,Mme BEZOLD Christiane et M. OTT Hubert,Modem,BC-MDM,2015,Départementales,1,44,68,16,39104,20133,18932,4333,Départementales12015,68016,22.89,51.49,3.07,Orange,#FF8948
4914,Mme BOUTET Anne-Marie et M. MALLARD Thierry,Modem,BC-MDM,2015,Départementales,1,52,44,16,26016,13009,12548,388,Départementales12015,44016,3.09,50.0,1.77,Orange,#FF8948
4915,Mme BRUTHE Anne-Marie et M. LASSERRE Jean-Jacques,Modem,BC-MDM,2015,Départementales,1,75,64,22,16454,10064,9600,4558,Départementales12015,64022,47.48,61.16,2.82,Orange,#FF8948
4916,Mme BRUTHE Anne-Marie et M. LASSERRE Jean-Jacques,Modem,BC-MDM,2015,Départementales,2,75,64,22,16455,10103,9320,5765,Départementales22015,64022,61.86,61.4,4.76,Orange,#FF8948
4917,Mme BULTEAU-RAMBAUD Florence et M. PRAT Patrick,Modem,BC-MDM,2015,Départementales,1,93,13,01,49089,23946,23175,1925,Départementales12015,13001,8.31,48.78,1.57,Orange,#FF8948
4918,Mme CARLIER Claire et M. DEBARALLE Arnaud,Modem,BC-MDM,2015,Départementales,1,27,58,16,7611,4012,3860,279,Départementales12015,58016,7.23,52.71,2.0,Orange,#FF8948
4919,Mme CHEVALIER Cécile et M. LOVICHI Marien,Modem,BC-MDM,2015,Départementales,1,27,21,12,13537,7248,6934,454,Départementales12015,21012,6.55,53.54,2.32,Orange,#FF8948
4920,Mme DE BREZA Julie et M. GRUDLER Christophe,Modem,BC-MDM,2015,Départementales,1,27,90,04,7894,4104,3923,804,Départementales12015,90004,20.49,51.99,2.29,Orange,#FF8948
4921,Mme DE BREZA Julie et M. GRUDLER Christophe,Modem,BC-MDM,2015,Départementales,2,27,90,04,7891,3889,3482,1863,Départementales22015,90004,53.5,49.28,5.16,Orange,#FF8948
4922,Mme DURAND-BOUJU Laura et M. POTENNEC Gérard,Modem,BC-MDM,2015,Départementales,1,75,17,22,15924,8270,7875,819,Départementales12015,17022,10.4,51.93,2.48,Orange,#FF8948
4923,Mme FAYOL Christine et M. MATTERA Marc,Modem,BC-MDM,2015,Départementales,1,75,24,08,14155,9138,8750,1152,Départementales12015,24008,13.17,64.56,2.74,Orange,#FF8948
4924,Mme FRANCOIS Martine et M. GRUDLER Thiébaud,Modem,BC-MDM,2015,Départementales,1,27,90,03,10098,5055,4832,664,Départementales12015,90003,13.74,50.06,2.21,Orange,#FF8948
4925,Mme GASTRIN Marie-Lyne et M. HOARAU Pascal,Modem,BC-MDM,2015,Départementales,1,04,974,16,27123,11309,10132,820,Départementales12015,97416,8.09,41.7,4.34,Orange,#FF8948
4926,Mme GAUBIER Justine et M. MICOU Fabien,Modem,BC-MDM,2015,Départementales,1,11,91,03,38114,17980,17265,1055,Départementales12015,91003,6.11,47.17,1.88,Orange,#FF8948
4927,Mme HAMONET Chantal et M. THEVENIN Patrick,Modem,BC-MDM,2015,Départementales,1,93,13,21,48045,22276,21294,1477,Départementales12015,13021,6.94,46.36,2.04,Orange,#FF8948
4928,Mme HOUSSEN Aziza et M. ROBERT Pierrick,Modem,BC-MDM,2015,Départementales,1,04,974,15,23253,9431,8755,771,Départementales12015,97415,8.81,40.56,2.91,Orange,#FF8948
4929,Mme LEPOITTEVIN Sylviane et M. THOMAS Rodolphe,Modem,BC-MDM,2015,Départementales,1,28,14,14,17101,8607,8360,3909,Départementales12015,14014,46.76,50.33,1.44,Orange,#FF8948
4930,Mme LEPOITTEVIN Sylviane et M. THOMAS Rodolphe,Modem,BC-MDM,2015,Départementales,2,28,14,14,17100,8065,7532,4427,Départementales22015,14014,58.78,47.16,3.12,Orange,#FF8948
4931,Mme LESOURD CADREN Valérie et M. STAES Xavier,Modem,BC-MDM,2015,Départementales,1,32,80,12,15569,7809,7506,419,Départementales12015,80012,5.58,50.16,1.95,Orange,#FF8948
4932,Mme LOCHUS Emilie et M. LOUIS Claude,Modem,BC-MDM,2015,Départementales,1,11,77,22,29313,11434,11085,776,Départementales12015,77022,7.0,39.01,1.19,Orange,#FF8948
4933,Mme LUCAS Roseline et M. SITA David,Modem,BC-MDM,2015,Départementales,1,04,974,01,22381,11627,10339,4454,Départementales12015,97401,43.08,51.95,5.75,Orange,#FF8948
4934,Mme LUCAS Roseline et M. SITA David,Modem,BC-MDM,2015,Départementales,2,04,974,01,22379,13770,12641,5704,Départementales22015,97401,45.12,61.53,5.04,Orange,#FF8948
4935,Mme RINGUIN Linda et M. SAUTRON Serge,Modem,BC-MDM,2015,Départementales,1,04,974,11,25902,10179,8897,812,Départementales12015,97411,9.13,39.3,4.95,Orange,#FF8948
4936,Mme SACHÉ GROUÈS Valérie et M. TOUZEAU-MENONI Philippe,Modem,BC-MDM,2015,Départementales,1,93,06,05,28150,13565,13205,765,Départementales12015,06005,5.79,48.19,1.28,Orange,#FF8948
4937,Mme TAVERNIER Marie-Odile et M. VERCRUYSSE Jean-Marie,Modem,BC-MDM,2015,Départementales,1,28,61,18,9725,5050,4640,1560,Départementales12015,61018,33.62,51.93,4.22,Orange,#FF8948
4938,Mme TAVERNIER Marie-Odile et M. VERCRUYSSE Jean-Marie,Modem,BC-MDM,2015,Départementales,2,28,61,18,9725,5326,5058,1685,Départementales22015,61018,33.31,54.77,2.76,Orange,#FF8948
4939,M. ABDERREZAK Hichame et Mme FAYET Sylvette,Front de Gauche,BC-FG,2015,Départementales,1,76,30,13,19374,9016,8607,1513,Départementales12015,30013,17.58,46.54,2.11,Rouge,#EE4A40
4940,M. ABJEAN Jocelyn et Mme DAVENÉ Claudette,Front de Gauche,BC-FG,2015,Départementales,1,52,85,17,35495,18502,17367,1099,Départementales12015,85017,6.33,52.13,3.2,Rouge,#EE4A40
4941,M. AGOSTINI Joseph et Mme MORACCHINI Marie-Ange,Front de Gauche,BC-FG,2015,Départementales,1,94,2B,03,6611,3135,3018,202,Départementales12015,2B003,6.69,47.42,1.77,Rouge,#EE4A40
4942,M. AIGOIN Robert et Mme MANOA Michèle,Front de Gauche,BC-FG,2015,Départementales,1,76,48,04,4684,2882,2655,1930,Départementales12015,48004,72.69,61.53,4.85,Rouge,#EE4A40
4943,M. ALAMA Daniel et Mme DEJEU Lydia,Front de Gauche,BC-FG,2015,Départementales,1,52,85,02,33778,17212,16509,616,Départementales12015,85002,3.73,50.96,2.08,Rouge,#EE4A40
4944,M. ALARIS Nicolas et Mme TRAMONI Stéphanie,Front de Gauche,BC-FG,2015,Départementales,1,94,2A,09,9389,5772,5366,1000,Départementales12015,2A009,18.64,61.48,4.32,Rouge,#EE4A40
4945,M. ALBERT Frédéric et Mme CUGLIETTA Silvana,Front de Gauche,BC-FG,2015,Départementales,1,44,57,19,30216,14133,13719,437,Départementales12015,57019,3.19,46.77,1.37,Rouge,#EE4A40
4946,M. ALGRIN Guillaume et Mme RUMEAU Marie-Claude,Front de Gauche,BC-FG,2015,Départementales,1,93,13,20,48806,23624,22733,3126,Départementales12015,13020,13.75,48.4,1.83,Rouge,#EE4A40
4947,M. ALLAMAND Serge et Mme SAINT-JOANIS Christine,Front de Gauche,BC-FG,2015,Départementales,1,84,74,05,35382,16951,16238,1774,Départementales12015,74005,10.92,47.91,2.02,Rouge,#EE4A40
4948,M. ALLARD Pierre et Mme TUYERAS Sylvie,Front de Gauche,BC-FG,2015,Départementales,1,75,87,19,15370,9160,8601,4256,Départementales12015,87019,49.48,59.6,3.64,Rouge,#EE4A40
4949,M. ALLARD Pierre et Mme TUYERAS Sylvie,Front de Gauche,BC-FG,2015,Départementales,2,75,87,19,15371,9075,8098,5788,Départementales22015,87019,71.47,59.04,6.36,Rouge,#EE4A40
4950,M. ALLEK Syphax et Mme BOCIANOWSKI Brigitte,Front de Gauche,BC-FG,2015,Départementales,1,93,06,16,31063,14140,13658,589,Départementales12015,06016,4.31,45.52,1.55,Rouge,#EE4A40
4951,M. ALLIO Christian et Mme BOTTIN Catherine,Front de Gauche,BC-FG,2015,Départementales,1,53,56,03,26201,14109,12959,1894,Départementales12015,56003,14.62,53.85,4.39,Rouge,#EE4A40
4952,M. ALLOUX Patrick et Mme BAUMLE Sandrine,Front de Gauche,BC-FG,2015,Départementales,1,76,48,09,4252,2606,2400,244,Départementales12015,48009,10.17,61.29,4.84,Rouge,#EE4A40
4953,M. ALMAYRAC Etienne et Mme TALBOT Sandra,Front de Gauche,BC-FG,2015,Départementales,1,11,92,04,43622,19152,18518,475,Départementales12015,92004,2.57,43.9,1.45,Rouge,#EE4A40
4954,M. ALVAREZ Francis et Mme ARQUEY Maurine,Front de Gauche,BC-FG,2015,Départementales,1,75,24,19,11193,6576,6225,359,Départementales12015,24019,5.77,58.75,3.14,Rouge,#EE4A40
4955,M. ALVAREZ Manuel et Mme BREIGEAT Chedlia,Front de Gauche,BC-FG,2015,Départementales,1,11,95,18,27928,8361,7997,449,Départementales12015,95018,5.61,29.94,1.3,Rouge,#EE4A40
4956,M. AMAR Jean et Mme IRATNI-GASMI Ouarda,Front de Gauche,BC-FG,2015,Départementales,1,11,94,08,23975,10351,9892,1383,Départementales12015,94008,13.98,43.17,1.91,Rouge,#EE4A40
4957,M. AMISSE Sylvain et Mme DEROUARD Florence,Front de Gauche,BC-FG,2015,Départementales,1,28,76,23,25429,13849,13205,1000,Départementales12015,76023,7.57,54.46,2.53,Rouge,#EE4A40
4958,M. AMOROZ Boris et Mme HEURTIER Lucie,Front de Gauche,BC-FG,2015,Départementales,1,11,92,08,53080,26853,26081,1732,Départementales12015,92008,6.64,50.59,1.45,Rouge,#EE4A40
4959,M. AMRATE Abder et Mme MORIN Brigitte,Front de Gauche,BC-FG,2015,Départementales,1,24,45,20,19513,10467,9985,570,Départementales12015,45020,5.71,53.64,2.47,Rouge,#EE4A40
4960,M. AMZIAN Jean-Marc et Mme DUCHAUD Bernadette,Front de Gauche,BC-FG,2015,Départementales,1,24,18,10,10251,5251,5002,554,Départementales12015,18010,11.08,51.22,2.43,Rouge,#EE4A40
4961,M. ANDRIEU Jérôme et Mme BLONDEL Anne-Marie,Front de Gauche,BC-FG,2015,Départementales,1,28,76,01,30888,15743,15110,964,Départementales12015,76001,6.38,50.97,2.05,Rouge,#EE4A40
4962,M. APPERE Patrick et Mme HERE Jacqueline,Front de Gauche,BC-FG,2015,Départementales,1,53,29,01,16823,6791,6344,1065,Départementales12015,29001,16.79,40.37,2.66,Rouge,#EE4A40
4963,M. ARAGNOU Bernard et Mme SIDOU Angélique,Front de Gauche,BC-FG,2015,Départementales,1,76,65,04,12582,6353,5817,895,Départementales12015,65004,15.39,50.49,4.26,Rouge,#EE4A40
4964,M. ARMAGNACQ Michel et Mme RUIZ Nicole,Front de Gauche,BC-FG,2015,Départementales,1,75,33,15,30590,15908,15062,1378,Départementales12015,33015,9.15,52.0,2.77,Rouge,#EE4A40
4965,M. ARQUIER Michel et Mme PIEDOUE Dominique,Front de Gauche,BC-FG,2015,Départementales,1,76,82,04,9818,6226,6001,256,Départementales12015,82004,4.27,63.41,2.29,Rouge,#EE4A40
4966,M. ASPINAS Gilles et Mme ELDIN Carole,Front de Gauche,BC-FG,2015,Départementales,1,93,13,12,38606,17449,16887,2099,Départementales12015,13012,12.43,45.2,1.46,Rouge,#EE4A40
4967,M. AUBERT Jean-David et Mme LAKEHAL Nabila,Front de Gauche,BC-FG,2015,Départementales,1,24,28,05,19481,9464,8977,617,Départementales12015,28005,6.87,48.58,2.5,Rouge,#EE4A40
4968,M. AUBISSE Patrick et Mme MONTANGON Maryse,Front de Gauche,BC-FG,2015,Départementales,1,75,33,16,36515,18349,17597,1032,Départementales12015,33016,5.86,50.25,2.06,Rouge,#EE4A40
4969,M. AUBRY Pascal et Mme ROMANUS Christine,Front de Gauche,BC-FG,2015,Départementales,1,44,67,16,41619,21094,20133,433,Départementales12015,67016,2.15,50.68,2.31,Rouge,#EE4A40
4970,M. AUCLAIR Patrice et Mme DALLIER Muriel,Front de Gauche,BC-FG,2015,Départementales,1,75,23,13,6375,3378,3125,520,Départementales12015,23013,16.64,52.99,3.97,Rouge,#EE4A40
4971,M. AUDHÉON Alain et Mme KENNEDY Marie,Front de Gauche,BC-FG,2015,Départementales,1,11,94,04,24274,9496,9145,2746,Départementales12015,94004,30.03,39.12,1.45,Rouge,#EE4A40
4972,M. AUDHÉON Alain et Mme KENNEDY Marie,Front de Gauche,BC-FG,2015,Départementales,2,11,94,04,24274,9731,9220,4772,Départementales22015,94004,51.76,40.09,2.11,Rouge,#EE4A40
4973,M. AUDOIN Fabrice et Mme GAGNEUR Edwige,Front de Gauche,BC-FG,2015,Départementales,1,75,16,10,14158,8172,7611,1116,Départementales12015,16010,14.66,57.72,3.96,Rouge,#EE4A40
4974,M. AUDROIN Roger et Mme VAZEILLE Michèle,Front de Gauche,BC-FG,2015,Départementales,1,11,78,17,51177,22098,21559,981,Départementales12015,78017,4.55,43.18,1.05,Rouge,#EE4A40
4975,M. AUDY Jean-Michel et Mme BEAULIEU Lena,Front de Gauche,BC-FG,2015,Départementales,1,75,33,19,31957,15108,14560,774,Départementales12015,33019,5.32,47.28,1.71,Rouge,#EE4A40
4976,M. AUGER Anthony et Mme BONNETTE Danielle,Front de Gauche,BC-FG,2015,Départementales,1,28,27,13,21635,10407,10029,1603,Départementales12015,27013,15.98,48.1,1.75,Rouge,#EE4A40
4977,M. AUGER Pierre et Mme BOUILLET Nelly,Front de Gauche,BC-FG,2015,Départementales,1,75,23,12,6651,3631,3387,538,Départementales12015,23012,15.88,54.59,3.67,Rouge,#EE4A40
4978,M. AUGEY Pierre et Mme BORONAT Christine,Front de Gauche,BC-FG,2015,Départementales,1,75,33,29,27606,16232,15468,3095,Départementales12015,33029,20.01,58.8,2.77,Rouge,#EE4A40
4979,M. AUGÉ Julian et Mme FONTANA Loris,Front de Gauche,BC-FG,2015,Départementales,1,84,74,16,33511,15650,15162,774,Départementales12015,74016,5.1,46.7,1.46,Rouge,#EE4A40
4980,M. AUZOUX-LAVALLÉ Thierry et Mme DUCHESNE Jocelyne,Front de Gauche,BC-FG,2015,Départementales,1,28,27,10,17547,8767,8377,676,Départementales12015,27010,8.07,49.96,2.22,Rouge,#EE4A40
4981,M. AYNIÉ Gérard et Mme BEGARDS Evelyne,Front de Gauche,BC-FG,2015,Départementales,1,75,33,07,27762,13401,12922,995,Départementales12015,33007,7.7,48.27,1.73,Rouge,#EE4A40
4982,M. BABIN Alain et Mme GILLET-MORISSON Françoise,Front de Gauche,BC-FG,2015,Départementales,1,75,79,01,15803,8041,7471,535,Départementales12015,79001,7.16,50.88,3.61,Rouge,#EE4A40
4983,M. BACCONIN Maurice et Mme EGLOFF-BRUNDU Nathalie,Front de Gauche,BC-FG,2015,Départementales,1,93,06,22,21631,10398,10016,968,Départementales12015,06022,9.66,48.07,1.77,Rouge,#EE4A40
4984,M. BACH Michel et Mme GRACIA Françoise,Front de Gauche,BC-FG,2015,Départementales,1,44,10,17,15814,8417,7981,1101,Départementales12015,10017,13.8,53.22,2.76,Rouge,#EE4A40
4985,M. BACHE Alain et Mme CARRASQUET Christine,Front de Gauche,BC-FG,2015,Départementales,1,75,40,10,16708,9101,8724,559,Départementales12015,40010,6.41,54.47,2.26,Rouge,#EE4A40
4986,M. BACOGNE Jean-François et Mme POSPICHEK-PRIGENT Christine,Front de Gauche,BC-FG,2015,Départementales,1,75,47,19,9353,5755,5475,259,Départementales12015,47019,4.73,61.53,2.99,Rouge,#EE4A40
4987,M. BACQ Pierre et Mme PEYRILLÉ Brigitte,Front de Gauche,BC-FG,2015,Départementales,1,75,17,25,19351,9598,9171,573,Départementales12015,17025,6.25,49.6,2.21,Rouge,#EE4A40
4988,M. BAGAYOKO Bally et Mme HAYE Florence,Front de Gauche,BC-FG,2015,Départementales,1,11,93,16,24553,8048,7754,2406,Départementales12015,93016,31.03,32.78,1.2,Rouge,#EE4A40
4989,M. BAHOUM Pierre et Mme CHARTRAIN Mylène,Front de Gauche,BC-FG,2015,Départementales,1,24,28,12,19055,8826,8524,584,Départementales12015,28012,6.85,46.32,1.58,Rouge,#EE4A40
4990,M. BAHRI Chafik et Mme COMBEAU Marie-France,Front de Gauche,BC-FG,2015,Départementales,1,93,83,05,27190,14194,13578,485,Départementales12015,83005,3.57,52.2,2.27,Rouge,#EE4A40
4991,M. BAILLE Denis et Mme ESPOSITO Nathalie,Front de Gauche,BC-FG,2015,Départementales,1,93,04,04,8093,4448,4203,483,Départementales12015,04004,11.49,54.96,3.03,Rouge,#EE4A40
4992,M. BALP Philippe et Mme MORELLI Michèle,Front de Gauche,BC-FG,2015,Départementales,1,93,83,23,27214,14342,13796,820,Départementales12015,83023,5.94,52.7,2.01,Rouge,#EE4A40
